city_id,name,state,state_id,county,county_fips,latitude,longitude,population,density,zips,speak_a_language_other_than_english,bachelors_degree_or_higher,two_or_more_races,park_access,walkability,foreign_born,close_access_to_healthy_foods,religious_diversity,state_annual_co_2_equivalent_total_output_emission_rate_lb_m_wh_2020,state_annual_total_nonrenewables_net_generation_m_wh_2020,state_annual_total_renewables_net_generation_m_wh_2020,frequent_physical_distress_in_2018_percent,broadband_connection_2019,park_access_2018,preventive_services_2018,walkability_2019,poplution_percent,vacant_houses,crimes_occurred,registered_voters,violent_crimes,insurance,all_median_household_income_2019,all_change_in_median_household_income_between_2000_and_2019,all_median_non_family_income_2019,all_change_in_median_non_family_income_between_2000_and_2019,all_median_per_capita_income_2019,all_change_in_median_per_capita_income_between_2000_and_2019,white_median_household_income_2019,white_change_in_median_household_income_between_2000_and_2019,white_median_non_family_income_2019,white_change_in_median_non_family_income_between_2000_and_2019,white_median_per_capita_income_2019,white_change_in_median_per_capita_income_between_2000_and_2019,black_or_african_american_median_household_income_2019,black_or_african_american_change_in_median_household_income_between_2000_and_2019,black_or_african_american_median_non_family_income_2019,black_or_african_american_change_in_median_non_family_income_between_2000_and_2019,black_or_african_american_median_per_capita_income_2019,black_or_african_american_change_in_median_per_capita_income_between_2000_and_2019,asian_median_household_income_2019,asian_change_in_median_household_income_between_2000_and_2019,asian_median_non_family_income_2019,asian_change_in_median_non_family_income_between_2000_and_2019,asian_median_per_capita_income_2019,asian_change_in_median_per_capita_income_between_2000_and_2019,hispanic_or_latino_median_household_income_2019,hispanic_or_latino_change_in_median_household_income_between_2000_and_2019,hispanic_or_latino_median_non_family_income_2019,hispanic_or_latino_change_in_median_non_family_income_between_2000_and_2019,hispanic_or_latino_median_per_capita_income_2019,hispanic_or_latino_change_in_median_per_capita_income_between_2000_and_2019,american_indian_and_alaska_native_median_household_income_2019,american_indian_and_alaska_native_change_in_median_household_income_between_2000_and_2019,american_indian_and_alaska_native_median_non_family_income_2019,american_indian_and_alaska_native_change_in_median_non_family_income_between_2000_and_2019,american_indian_and_alaska_native_median_per_capita_income_2019,american_indian_and_alaska_native_change_in_median_per_capita_income_between_2000_and_2019,multirace_median_household_income_2019,multirace_change_in_median_household_income_between_2000_and_2019,multirace_median_non_family_income_2019,multirace_change_in_median_non_family_income_between_2000_and_2019,multirace_median_per_capita_income_2019,multirace_change_in_median_per_capita_income_between_2000_and_2019,other_median_household_income_2019,other_change_in_median_household_income_between_2000_and_2019,other_median_non_family_income_2019,other_change_in_median_non_family_income_between_2000_and_2019,other_median_per_capita_income_2019,other_change_in_median_per_capita_income_between_2000_and_2019,revenue_imputed_2017,payroll_imputed_2017,employees_imputed_2017,government_finances_expenditure_per_resident_in_2018,government_finances_revenue_per_resident_in_2018,government_finances_debt_per_resident_in_2018,government_finances_cash_and_securities_per_resident_in_2018
1840002928,Grand Rapids,Michigan,MI,Kent,26081,42.962,-85.6562,609314,1734,49546 49507 49506 49505 49504 49503 49508 49501 49502 49514 49515 49523 49555 49588 49599,7.90%,36.40%,7.00%,75.60%,56.70%,10.80%,48%,55%,938.031,96709974,9914747,13.7,70.2,71.7,31.4,56.7,7.40%,0.152313049,7.40%,78.37,122.9,16.2,"$51,817.00 ",39.20%,"$38,228.00 ",48.00%,"$26,399.00 ",49.50%,"$61,172.00 ",51.50%,"$42,142.00 ",52.00%,"$31,669.00 ",55.10%,"$34,343.00 ",33.30%,"$16,716.00 ",8.30%,"$16,311.00 ",31.70%,"$61,225.00 ",46.50%,"$51,037.00 ",N,"$31,404.00 ",98.90%,"$43,442.00 ",23.10%,"$40,203.00 ",60.30%,"$16,218.00 ",46.80%,"$61,189.00 ",107.90%,"$40,455.00 ",75.30%,"$26,824.00 ",122.90%,"$32,013.00 ",7.70%,"$32,426.00 ",6.80%,"$11,183.00 ",41.00%,"$49,829.00 ",N,"$31,885.00 ",45.00%,"$16,432.00 ",34.90%,19.81%,18.67%,20.33%,2493.41,2182.81,7235,2325.23
1840020580,Mission Viejo,California,CA,Orange,6059,33.6095,-117.655,590249,2058,92692 92691 92690,23.30%,49.80%,6.10%,87.50%,35.30%,21.70%,33%,46%,453.118,110674673,82279482,10.6,86.7,87.7,37.4,35.3,9.00%,0.03775448,6.90%,64.87,418.8,7.3,"$119,798.00 ",53.10%,"$60,228.00 ",28.70%,"$53,374.00 ",60.30%,"$120,021.00 ",52.50%,"$62,500.00 ",34.30%,"$56,752.00 ",60.70%,"$100,326.00 ",32.40%,"$124,953.00 ",N,"$51,714.00 ",75.70%,"$137,889.00 ",57.40%,"$87,156.00 ",53.20%,"$49,756.00 ",72.70%,"$110,332.00 ",65.20%,"$66,588.00 ",105.10%,"$39,806.00 ",84.80%,"$134,690.00 ",N,"$33,431.00 ",N,"$41,604.00 ",136.70%,"$116,765.00 ",87.80%,"$66,825.00 ",27.70%,"$37,154.00 ",116.70%,"$137,188.00 ",N,"$70,021.00 ",105.70%,"$36,135.00 ",103.10%,19.44%,19.67%,22.33%,1088.22,825.57,1612.09,759.27
1840000417,Albany,New York,NY,Albany,36001,42.6664,-73.7987,586383,1740,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261,10.60%,43.90%,9.50%,56.20%,64.90%,14.20%,33%,45%,416.695,91870655,37541300,11.2,68.2,52.8,24.6,64.9,9.30%,0.052953623,9.30%,75.46,603.6,8.9,"$49,096.00 ",63.40%,"$33,494.00 ",45.70%,"$30,777.00 ",68.40%,"$62,547.00 ",77.30%,"$48,565.00 ",89.00%,"$39,780.00 ",77.70%,"$29,613.00 ",43.50%,"$22,430.00 ",62.60%,"$22,117.00 ",94.00%,"$38,893.00 ",24.70%,"$22,478.00 ",82.50%,"$17,235.00 ",49.40%,"$43,668.00 ",125.70%,"$42,826.00 ",N,"$20,402.00 ",115.00%,"$50,865.00 ",N,"$15,167.00 ",31.90%,"$12,066.00 ",61.60%,"$32,735.00 ",38.90%,"$14,536.00 ",Â -9.7%,"$11,166.00 ",Â -0.1%,"$48,420.00 ",N,"$25,811.00 ",64.50%,"$21,299.00 ",104.60%,20.56%,20.33%,23.33%,2592.13,1857.3,6035.08,2071.38
1840014486,Knoxville,Tennessee,TN,Knox,47093,35.9692,-83.9496,586048,733,37918 37912 37909 37902 37924 37920 37921 37922 37923 37919 37915 37914 37917 37916 37901 37927 37928 37929 37939 37950 37995 37996 37997,4.10%,32.90%,3.60%,49.90%,31.30%,5.40%,18%,57%,571.407,66730539,13835471,15.3,64.8,47.5,24.5,31.3,12.20%,0.126537513,6.70%,77.89,381.5,9.4,"$41,388.00 ",50.50%,"$30,191.00 ",64.20%,"$27,234.00 ",49.90%,"$45,957.00 ",56.10%,"$34,184.00 ",74.80%,"$30,024.00 ",52.00%,"$23,860.00 ",32.80%,"$18,733.00 ",50.40%,"$17,908.00 ",57.90%,"$77,184.00 ",N,"$69,450.00 ",N,"$37,887.00 ",N,"$43,554.00 ",104.50%,"$41,856.00 ",N,"$16,851.00 ",52.00%,"$24,790.00 ",Â -21.7%,"$36,455.00 ",77.20%,"$15,515.00 ",Â -18.0%,"$18,565.00 ",Â -11.0%,"$16,613.00 ",3.40%,"$9,678.00 ",Â -43.9%,"$23,109.00 ",N,"$24,624.00 ",130.10%,"$8,338.00 ",16.50%,16.11%,17.67%,20.67%,5990.53,5909.05,5782.61,4466.19
1840019148,Bakersfield,California,CA,Kern,6029,35.3529,-119.0359,579295,990,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390,35.20%,22.40%,4.30%,45.50%,34.10%,20.30%,41%,48%,453.118,110674673,82279482,15.1,71.3,45.7,28.5,34.1,22.80%,0.063521391,15.20%,71.01,906.3,4.5,"$62,402.00 ",56.10%,"$36,127.00 ",44.90%,"$28,428.00 ",60.80%,"$66,794.00 ",47.80%,"$37,712.00 ",39.90%,"$29,396.00 ",37.30%,"$39,026.00 ",96.00%,"$20,532.00 ",46.20%,"$23,491.00 ",104.30%,"$88,049.00 ",81.80%,"$52,334.00 ",64.20%,"$44,835.00 ",139.80%,"$51,851.00 ",71.80%,"$33,676.00 ",77.30%,"$18,736.00 ",79.20%,"$33,530.00 ",Â -1.0%,"$45,920.00 ",N,"$17,060.00 ",5.00%,"$71,157.00 ",109.00%,"$31,779.00 ",134.10%,"$19,578.00 ",70.70%,"$46,319.00 ",N,"$36,307.00 ",86.50%,"$19,637.00 ",96.10%,19.44%,19.67%,22.33%,1296.2,1232.19,3589.2,1545.18
1840020135,Ogden,Utah,UT,Weber,49057,41.2278,-111.9682,578523,1230,84404 84401 84403 84244 84407 84408 84409 84415,19.30%,22.10%,3.50%,79.60%,45.60%,10.10%,33%,39%,1565.76,32442621,4644687,13.2,60.1,78.6,29.5,45.6,22.40%,0.063713535,10.10%,71.63,648.2,9.5,"$60,054.00 ",76.40%,"$34,882.00 ",62.60%,"$26,599.00 ",59.90%,"$59,103.00 ",68.20%,"$34,356.00 ",56.80%,"$26,669.00 ",43.70%,"$31,604.00 ",16.70%,"$20,598.00 ",Â +26.8%,"$33,172.00 ",138.30%,"$90,085.00 ",N,"$90,099.00 ",N,"$52,175.00 ",N,"$61,964.00 ",116.80%,"$39,113.00 ",N,"$18,037.00 ",71.30%,"$65,707.00 ",N,"$8,058.00 ",Â -61.1%,"$28,791.00 ",N,"$57,746.00 ",111.10%,"$16,957.00 ",Â -10.9%,"$15,788.00 ",85.80%,"$73,333.00 ",N,"$17,027.00 ",31.40%,"$22,079.00 ",N,20.19%,18.00%,19.67%,1504.59,1474.67,2766.46,1066.2
1840013941,Baton Rouge,Louisiana,LA,East Baton Rouge,22033,30.4418,-91.131,570308,983,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898,4.60%,32.10%,1.40%,53.40%,40.80%,6.40%,32%,67%,761.738,97195892,3358812,13.2,64.8,44.3,26.3,40.8,4.30%,0.026013378,3.50%,74.59,68.1,5.1,"$45,819.00 ",50.90%,"$28,353.00 ",44.10%,"$28,511.00 ",54.00%,"$65,795.00 ",58.30%,"$40,148.00 ",62.30%,"$41,314.00 ",49.90%,"$31,204.00 ",47.20%,"$20,793.00 ",68.30%,"$19,131.00 ",80.00%,"$71,342.00 ",N,"$24,506.00 ",88.20%,"$22,588.00 ",77.60%,"$45,882.00 ",29.10%,"$47,576.00 ",116.10%,"$16,257.00 ",Â -0.7%,"$51,347.00 ",36.90%,"$36,362.00 ",81.80%,"$26,374.00 ",38.80%,"$50,847.00 ",101.20%,"$28,805.00 ",136.90%,"$24,745.00 ",75.50%,"$30,014.00 ",N,"$40,854.00 ",N,"$17,697.00 ",45.80%,22.41%,17.33%,19.00%,6455.15,5138.56,21557.36,6552.78
1840000791,Akron,Ohio,OH,Summit,39153,41.0798,-81.5219,565208,1231,44306 44307 44304 44305 44302 44303 44301 44308 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398,4.80%,22.20%,2.90%,72.80%,46.20%,7.30%,30%,47%,1253.28,117491996,3500737,15.9,63.4,70.8,29.3,46.2,22.60%,0.122275197,15.50%,77.73,755,5.5,"$41,013.00 ",28.80%,"$30,107.00 ",37.30%,"$27,593.00 ",56.80%,"$47,173.00 ",34.00%,"$33,549.00 ",39.60%,"$30,285.00 ",52.30%,"$32,404.00 ",35.10%,"$22,314.00 ",31.70%,"$26,167.00 ",101.20%,"$48,984.00 ",32.00%,"$40,753.00 ",N,"$18,690.00 ",Â -0.3%,"$31,774.00 ",1.20%,"$18,048.00 ",14.50%,"$15,262.00 ",8.10%,"$45,561.00 ",76.00%,"$69,473.00 ",N,"$30,192.00 ",70.30%,"$19,782.00 ",Â -9.2%,"$11,575.00 ",0.50%,"$10,866.00 ",30.00%,"$61,323.00 ",N,"$36,502.00 ",101.40%,"$11,064.00 ",17.10%,20.93%,19.33%,18.00%,3064.07,2373.64,11970.56,1144.4
1840004850,New Haven,Connecticut,CT,New Haven,9009,41.3112,-72.9246,564830,2690,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,29.00%,32.40%,5.00%,94.20%,68.00%,19.60%,50%,49%,529.766,39265173,1925399,13,69.1,92.9,25.8,68,21.80%,0.098478914,15.30%,79.86,676.3,11.5,"$41,956.00 ",41.70%,"$32,464.00 ",64.90%,"$26,641.00 ",62.50%,"$51,566.00 ",50.80%,"$38,808.00 ",63.90%,"$33,814.00 ",60.90%,"$30,196.00 ",15.70%,"$22,448.00 ",53.70%,"$20,425.00 ",52.20%,"$68,838.00 ",N,"$47,819.00 ",N,"$36,159.00 ",101.80%,"$32,753.00 ",37.50%,"$27,623.00 ",92.60%,"$18,792.00 ",98.50%,"$85,240.00 ",N,"$75,282.00 ",N,"$28,256.00 ",125.70%,"$31,490.00 ",53.40%,"$16,649.00 ",10.10%,"$13,095.00 ",5.60%,"$32,193.00 ",N,"$13,763.00 ",Â -7.2%,"$17,785.00 ",95.20%,21.67%,18.00%,21.33%,8131.33,5740.82,10585.52,1213.56
1840014730,Columbia,South Carolina,SC,Richland,45079,34.0376,-80.9037,560041,373,29202 29203 29205 29201 29207 29204 29208 29209 29212 29225 29229 29147 29210 29206 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250,5.90%,45.90%,2.90%,38.50%,37.90%,4.70%,20%,51%,513.861,91547963,6980834,11.7,69.4,43.9,35.3,37.9,14.60%,0.036421321,10.30%,60.25,467.3,8.1,"$47,386.00 ",52.20%,"$31,670.00 ",37.30%,"$29,887.00 ",58.50%,"$65,107.00 ",63.30%,"$36,019.00 ",28.40%,"$36,476.00 ",34.50%,"$30,571.00 ",42.90%,"$21,905.00 ",53.80%,"$18,912.00 ",75.00%,"$83,088.00 ",N,"$82,500.00 ",N,"$57,900.00 ",N,"$57,007.00 ",83.40%,"$56,351.00 ",104.90%,"$17,913.00 ",67.70%,"$53,988.00 ",60.00%,"$7,673.00 ",Â -4.8%,"$6,869.00 ",Â -57.0%,"$50,908.00 ",88.30%,"$24,061.00 ",13.20%,"$17,147.00 ",65.10%,"$36,190.00 ",N,"$36,006.00 ",20.00%,"$20,915.00 ",99.90%,20.19%,18.00%,20.33%,3620.57,2662.09,33.1,3693.09
1840020566,Mesa,Arizona,AZ,Maricopa,4013,33.4017,-111.718,518012,1448,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277,14.30%,29.20%,3.10%,65.40%,37.30%,10.40%,37%,39%,736.979,96114769,13190288,14,70.7,64,28,37.3,10.20%,0.064218833,11.10%,70.29,442.2,15.3,"$63,836.00 ",49.10%,"$44,906.00 ",61.50%,"$32,448.00 ",65.50%,"$65,017.00 ",48.00%,"$44,905.00 ",60.70%,"$33,018.00 ",56.10%,"$56,899.00 ",54.00%,"$52,558.00 ",69.90%,"$29,537.00 ",68.90%,"$66,985.00 ",34.50%,"$80,230.00 ",N,"$61,826.00 ",N,"$58,718.00 ",53.30%,"$40,107.00 ",44.40%,"$20,092.00 ",76.70%,"$66,522.00 ",90.00%,"$44,551.00 ",104.20%,"$22,320.00 ",86.40%,"$61,889.00 ",78.40%,"$41,206.00 ",48.10%,"$18,885.00 ",80.50%,"$61,529.00 ",N,"$39,309.00 ",61.50%,"$23,052.00 ",104.10%,23.46%,19.48%,20.52%,2219.23,1728.61,7246.13,1333.01
1840015094,Palm Bay,Florida,FL,Brevard,12009,27.955,-80.6627,507002,456,32909 32905 32907 32976 32948 32908 32902 32906 32910 32911,14.70%,20.40%,7.20%,22.30%,13.30%,13.20%,15%,35%,842.169,238451609,12328825,15.6,76.2,22.9,27.5,13.3,23.70%,0.135306634,13.90%,76.33,921.7,11.1,"$54,113.00 ",48.20%,"$37,548.00 ",65.80%,"$25,066.00 ",47.50%,"$55,526.00 ",45.70%,"$35,376.00 ",46.90%,"$27,978.00 ",55.80%,"$45,232.00 ",63.40%,"$33,795.00 ",107.10%,"$21,768.00 ",64.60%,"$65,394.00 ",109.30%,"$25,975.00 ",59.80%,"$17,392.00 ",41.40%,"$37,334.00 ",4.30%,"$32,694.00 ",82.80%,"$18,361.00 ",43.90%,"$78,110.00 ",N,"$91,877.00 ",N,"$30,305.00 ",129.90%,"$80,351.00 ",N,"$130,303.00 ",N,"$11,407.00 ",Â -4.2%,"$36,555.00 ",N,"$24,532.00 ",69.60%,"$11,547.00 ",Â -5.9%,19.81%,20.33%,22.33%,832.63,933.01,2992.43,535.74
1840020174,Provo,Utah,UT,Utah,49049,40.2457,-111.6457,500617,1080,84604 84606 84601 84602 84603 84605,22.30%,45.30%,5.60%,66.10%,46.60%,10.00%,31%,11%,1565.76,32442621,4644687,9.8,65,65.5,27.9,46.6,23.60%,0.103191846,14.80%,76.37,899.8,10,"$53,864.00 ",57.00%,"$40,434.00 ",50.10%,"$22,559.00 ",70.80%,"$54,991.00 ",59.20%,"$40,101.00 ",48.40%,"$23,236.00 ",68.70%,"$60,011.00 ",64.90%,"$54,033.00 ",Â +140.7%,"$17,736.00 ",52.30%,"$30,862.00 ",Â -8.9%,"$28,589.00 ",8.30%,"$18,461.00 ",96.20%,"$50,347.00 ",50.60%,"$38,648.00 ",80.00%,"$17,152.00 ",81.70%,"$38,503.00 ",72.10%,"$31,793.00 ",Â -36.9%,"$22,913.00 ",135.50%,"$49,740.00 ",64.50%,"$49,174.00 ",71.00%,"$18,391.00 ",N,"$35,355.00 ",N,"$30,436.00 ",59.10%,"$14,527.00 ",63.70%,20.19%,18.00%,19.67%,1777.92,1681.42,2235.97,1162.2
1840000434,Worcester,Massachusetts,MA,Worcester,25027,42.2705,-71.8079,498328,1916,01610 01608 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,32.20%,30.80%,4.30%,74.00%,55.60%,21.80%,45%,52%,879.901,14202265,3992900,13.7,67.7,70.4,27.2,55.6,25.00%,0.091473272,9.30%,69.08,896.2,9.8,"$57,092.00 ",60.30%,"$34,656.00 ",44.70%,"$28,871.00 ",55.10%,"$56,610.00 ",51.70%,"$37,880.00 ",52.10%,"$31,854.00 ",55.80%,"$63,422.00 ",103.80%,"$31,127.00 ",35.70%,"$21,829.00 ",53.30%,"$60,244.00 ",55.60%,"$51,134.00 ",140.60%,"$28,588.00 ",106.90%,"$41,206.00 ",94.00%,"$18,667.00 ",54.90%,"$18,057.00 ",73.40%,"$26,368.00 ",Â -19.2%,"$6,659.00 ",Â -72.0%,"$12,468.00 ",Â -13.9%,"$56,094.00 ",124.80%,"$51,711.00 ",N,"$9,616.00 ",Â -23.9%,"$57,674.00 ",N,"$9,662.00 ",Â -33.7%,"$20,109.00 ",114.70%,20.19%,23.67%,26.33%,6417.9,4409.65,8608.75,1140.83
1840020553,Murrieta,California,CA,Riverside,6065,33.572,-117.1909,496046,1335,92563 92562,18.30%,29.80%,7.00%,59.10%,27.20%,11.90%,24%,44%,453.118,110674673,82279482,11.2,84,58.7,30.9,27.2,22.50%,0.122733978,12.30%,80,778.1,9.9,"$100,080.00 ",64.30%,"$72,401.00 ",133.40%,"$35,439.00 ",52.20%,"$97,985.00 ",60.20%,"$71,361.00 ",135.70%,"$34,726.00 ",42.20%,"$185,246.00 ",117.60%,"$70,916.00 ",35.30%,"$49,976.00 ",94.50%,"$110,583.00 ",110.60%,"$86,184.00 ",N,"$36,107.00 ",88.50%,"$118,848.00 ",112.80%,"$125,519.00 ",N,"$26,842.00 ",65.70%,"$129,070.00 ",N,"$14,971.00 ",Â -38.9%,"$24,106.00 ",63.40%,"$99,250.00 ",73.50%,"$100,855.00 ",N,"$24,721.00 ",91.20%,"$135,623.00 ",N,"$58,986.00 ",60.90%,"$41,455.00 ",115.60%,19.44%,19.67%,22.33%,825.51,602.09,934.72,1120.24
1840001686,Wichita,Kansas,KS,Sedgwick,20173,37.6896,-97.3442,482249,931,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,11.50%,30.80%,5.40%,53.10%,35.30%,10.20%,25%,51%,804.193,30424312,24117519,13.2,68.4,50.2,31.2,35.3,11.60%,0.130010632,9.30%,68.79,390.8,14.5,"$55,056.00 ",37.90%,"$34,169.00 ",33.50%,"$30,315.00 ",46.80%,"$59,148.00 ",39.90%,"$36,293.00 ",35.50%,"$33,720.00 ",44.60%,"$29,684.00 ",9.50%,"$15,070.00 ",Â -15.7%,"$19,657.00 ",52.70%,"$80,699.00 ",115.10%,"$30,219.00 ",58.00%,"$28,362.00 ",81.80%,"$50,076.00 ",58.20%,"$40,217.00 ",77.40%,"$17,958.00 ",66.30%,"$72,192.00 ",101.40%,"$70,509.00 ",N,"$33,972.00 ",117.20%,"$41,810.00 ",27.20%,"$31,928.00 ",46.50%,"$17,319.00 ",69.10%,"$40,873.00 ",N,"$40,884.00 ",79.10%,"$12,340.00 ",16.70%,15.37%,16.67%,20.00%,1685.5,1873.14,12270.32,4582.42
1840000572,Toledo,Ohio,OH,Lucas,39095,41.6639,-83.5822,482111,1308,43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,5.10%,18.50%,5.80%,80.70%,45.30%,3.10%,40%,45%,1253.28,117491996,3500737,16.5,63.1,77.1,30.7,45.3,9.30%,0.066812014,11.70%,75.89,353.6,14.4,"$36,709.00 ",12.80%,"$27,055.00 ",25.50%,"$22,111.00 ",27.20%,"$43,669.00 ",21.40%,"$31,078.00 ",33.20%,"$25,444.00 ",30.80%,"$26,016.00 ",14.70%,"$18,187.00 ",32.00%,"$17,123.00 ",33.00%,"$35,194.00 ",16.90%,"$27,812.00 ",62.10%,"$31,490.00 ",104.10%,"$42,978.00 ",42.50%,"$27,124.00 ",40.10%,"$16,985.00 ",40.60%,"$41,410.00 ",34.90%,"$36,073.00 ",66.20%,"$21,694.00 ",32.50%,"$24,425.00 ",6.10%,"$19,416.00 ",23.60%,"$10,061.00 ",20.40%,"$47,915.00 ",N,"$25,524.00 ",36.80%,"$18,954.00 ",51.10%,20.93%,19.33%,18.00%,1983.02,1880.4,4235.1,1647.67
1840007069,Des Moines,Iowa,IA,Polk,19153,41.5725,-93.6105,473957,938,50309 50312 50314 50316 50317 50310 50311 50313 50319 50321 50320 50315 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,10.20%,27.20%,2.30%,69.10%,44.90%,13.30%,34%,45%,615.198,24199572,35437099,11.3,63.9,67.6,32.3,44.9,24.70%,0.056472608,11.00%,75.17,116,11.9,"$53,859.00 ",40.20%,"$40,278.00 ",55.70%,"$29,768.00 ",52.90%,"$56,893.00 ",42.80%,"$41,771.00 ",56.60%,"$33,073.00 ",56.80%,"$31,315.00 ",24.20%,"$22,262.00 ",31.90%,"$16,691.00 ",30.70%,"$70,093.00 ",71.50%,"$36,349.00 ",N,"$24,358.00 ",81.20%,"$47,183.00 ",42.70%,"$42,862.00 ",66.60%,"$17,472.00 ",62.00%,"$22,457.00 ",Â -32.1%,"$21,403.00 ",Â -8.7%,"$26,654.00 ",131.30%,"$90,498.00 ",N,"$26,127.00 ",53.30%,"$14,643.00 ",71.30%,"$72,546.00 ",N,"$44,370.00 ",53.60%,"$25,845.00 ",146.80%,17.59%,16.33%,17.33%,3196.02,2392,6114.98,1251.16
1840020490,Long Beach,California,CA,Los Angeles,6037,33.7981,-118.1675,462628,3523,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90840 90842 90844 90846 90847 90848 90853,37.40%,32.90%,4.80%,82.80%,72.40%,24.50%,72%,53%,453.118,110674673,82279482,12.9,72.9,80.7,30.5,72.4,17.10%,0.060796621,14.00%,69.61,629.2,3.3,"$67,804.00 ",81.90%,"$50,726.00 ",61.60%,"$33,594.00 ",76.40%,"$81,122.00 ",77.60%,"$61,097.00 ",71.10%,"$41,764.00 ",53.70%,"$36,463.00 ",31.60%,"$28,006.00 ",27.30%,"$26,715.00 ",80.60%,"$69,286.00 ",90.10%,"$54,331.00 ",117.70%,"$32,388.00 ",125.40%,"$60,433.00 ",105.80%,"$51,855.00 ",84.90%,"$20,989.00 ",104.90%,"$94,388.00 ",N,"$14,471.00 ",Â -42.8%,"$20,990.00 ",53.30%,"$63,256.00 ",100.40%,"$45,579.00 ",62.50%,"$24,763.00 ",91.20%,"$52,603.00 ",N,"$41,680.00 ",69.10%,"$18,301.00 ",94.30%,19.44%,19.67%,22.33%,4103.9,4643.14,16720.96,1354.75
1840015119,Port St. Lucie,Florida,FL,St. Lucie,12111,27.2796,-80.3883,461152,653,34986 34984 34983 34987 34952 34953 34985,21.10%,23.60%,4.10%,19.10%,13.40%,18.20%,15%,29%,842.169,238451609,12328825,14.2,80.9,19.3,29.7,13.4,6.30%,0.03412209,4.00%,68.83,68.2,6.7,"$68,041.00 ",68.00%,"$42,742.00 ",56.10%,"$28,924.00 ",60.20%,"$70,508.00 ",72.70%,"$37,018.00 ",35.00%,"$30,740.00 ",63.20%,"$58,725.00 ",66.20%,"$44,941.00 ",80.40%,"$23,209.00 ",83.50%,"$97,667.00 ",N,"$45,183.00 ",105.40%,"$27,374.00 ",85.30%,"$53,473.00 ",43.10%,"$45,814.00 ",99.50%,"$23,782.00 ",81.60%,"$247,136.00 ",N,"$115,067.00 ",82.30%,"$90,674.00 ",N,"$80,609.00 ",148.00%,"$47,117.00 ",79.00%,"$10,328.00 ",Â -12.6%,"$29,648.00 ",N,"$58,039.00 ",Â -27.6%,"$22,706.00 ",96.40%,19.81%,20.33%,22.33%,1359.43,1481.47,8948.83,1072.66
1840019390,Denton,Texas,TX,Denton,48121,33.2176,-97.1419,457177,567,76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206,14.30%,42.70%,4.70%,40.60%,33.10%,13.80%,16%,40%,857.519,369966928,103399309,10.6,77.6,40.3,26.8,33.1,13.30%,0.120060017,9.20%,79.08,593.5,11.6,"$66,644.00 ",88.10%,"$34,408.00 ",61.90%,"$29,538.00 ",52.50%,"$67,500.00 ",72.90%,"$36,757.00 ",64.40%,"$32,113.00 ",47.40%,"$65,568.00 ",N,"$31,373.00 ",98.10%,"$20,083.00 ",54.00%,"$50,693.00 ",N,"$43,136.00 ",N,"$25,718.00 ",145.50%,"$64,018.00 ",101.40%,"$27,013.00 ",54.40%,"$20,269.00 ",80.50%,"$50,238.00 ",117.20%,"$29,635.00 ",140.10%,"$34,283.00 ",N,"$68,055.00 ",139.10%,"$21,158.00 ",20.20%,"$13,744.00 ",11.90%,"$35,679.00 ",N,"$42,581.00 ",99.60%,"$23,368.00 ",121.70%,22.41%,21.67%,23.00%,5095.31,3025.03,14650.07,4972.46
