City_ID,City_Name,State_Name,State_ID,County_Name,County_FIPS,Latitude,Longitude,Population_August_13_2021,Density_August_13_2021,Zips,revenue_imputed_2017,payroll_imputed_2017,employees_imputed_2017,government_finances_expenditure_per_resident_in_2018,government_finances_revenue_per_resident_in_2018,government_finances_debt_per_resident_in_2018,government_finances_cash_and_securities_per_resident_in_2018,past_trade_dollars_2020,past_trade_tons_2020,future_trade_dollars_2030,future_trade_tons_2030,median_gross_rent_in_2019,cost_of_living_index_in_march_2019,percentage_of_residents_living_in_poverty_in_2019,unemployment_in_november_2020,broadband_connection_2019,park_access_2018,preventive_services_2018,walkability_2019,average_domestic_production_to_consumption_ratio_2020
1840020568,Phoenix,Arizona,AZ,Maricopa,4013,33.5722,-112.0891,4219697,1253,85008 85009 85006 85007 85004 85083 85086 85087 85085 85383 85033 85304 85306 85308 85020 85021 85022 85023 85024 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85017 85016 85254 85003 85044 85045 85042 85043 85040 85041 85048 85054 85037 85035 85034 85032 85031 85307 85310 85051 85050 85053 85001 85002 85005 85010 85011 85026 85030 85036 85038 85046 85060 85061 85062 85063 85064 85065 85066 85067 85068 85069 85070 85071 85072 85073 85074 85075 85076 85078 85079 85080 85082,23.46%,19.48%,20.52%,1932.48,2320.59,10558.39,2932.33,231988.3159,201266.6834,302066.71,228008.6214,"$1,107.00 ",95.6,15.60%,8.10%,68.1,46.8,27.4,41,0.855441115
1840021117,Seattle,Washington,WA,King,53033,47.6211,-122.3244,3789215,3469,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,19.00%,18.57%,21.07%,5424.34,5499.08,16310.84,3140.95,520935.3599,367683.4678,654965.7245,418813.0569,"$1,744.00 ",124.5,9.80%,3.80%,82.7,96.2,34.7,74,0.898710251
1840021543,San Francisco,California,CA,San Francisco,6075,37.7562,-122.443,3592294,7256,94130 94131 94132 94133 94134 94109 94108 94103 94102 94105 94104 94158 94127 94124 94123 94122 94121 94129 94118 94110 94112 94116 94117 94114 94115 94111 94107 94119 94120 94125 94126 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177 94188,19.44%,19.67%,22.33%,13569.62,13439.09,46016.69,7323.94,2556480.48,1299362.567,3334321.85,1486806.432,"$1,959.00 ",173.4,9.50%,5.70%,79.2,99.7,30.7,87.4,0.946299147
1840003971,Detroit,Michigan,MI,Wayne,26163,42.3834,-83.1024,3506126,1864,48209 48208 48201 48207 48205 48204 48203 48206 48227 48238 48239 48234 48235 48233 48202 48243 48214 48215 48216 48217 48210 48211 48212 48213 48219 48228 48224 48226 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,19.81%,18.67%,20.33%,2988.17,3054.09,9743.29,1980.88,715372.1239,472325.9147,855349.3017,521783.5137,$866.00 ,87.6,30.60%,18.70%,46.8,79.4,24.6,53.2,0.978903323
1840021990,San Diego,California,CA,San Diego,6073,32.8312,-117.1225,3220118,1686,92109 92108 92103 92111 92154 92110 92115 92140 92107 92106 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,19.44%,19.67%,22.33%,2448.37,2595.93,7196.16,1508.1,2556480.48,1299362.567,3334321.85,1486806.432,"$1,806.00 ",139.7,11.00%,6.30%,81.2,77.7,31.6,51.3,0.946299147
1840007830,Minneapolis,Minnesota,MN,Hennepin,27053,44.9635,-93.2678,2977172,3071,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,19.80%,16.07%,17.86%,3520.54,3181.1,13696.04,6678.48,410087.1744,551319.2859,482276.5035,598128.9857,"$1,068.00 ",114.4,17.40%,4.50%,72.5,96.7,33.2,70.5,1.314962129
1840015982,Tampa,Florida,FL,Hillsborough,12057,27.9942,-82.4451,2908063,1353,33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,19.81%,20.33%,22.33%,2735.49,2112.02,8978.84,4299.25,742961.257,650746.2228,945766.0716,725010.3755,"$1,202.00 ",95.9,17.00%,6.70%,73.5,62.9,27.8,49.4,1.526919908
1840018789,Denver,Colorado,CO,Denver,8031,39.7621,-104.8759,2876625,1831,80264 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80219 80210 80211 80212 80216 80221 80220 80223 80222 80224 80227 80209 80207 80206 80205 80204 80202 80014 80203 80208 80217 80243 80244 80248 80250 80256 80257 80259 80261 80262 80265 80266 80271 80273 80274 80281 80291 80299,20.93%,20.33%,20.67%,4632.46,5394.59,18374.39,4801.27,243183.2209,366942.9009,285433.3427,408070.2267,"$1,433.00 ",113,11.70%,7.10%,76.2,89.9,31.9,61,1.033550699
1840020551,Riverside,California,CA,Riverside,6065,33.9381,-117.3948,2107852,1574,92508 92503 92501 92505 92504 92507 92506 92502 92513 92514 92516 92517 92521 92522,19.44%,19.67%,22.33%,2570.39,2879.69,11662.62,708.57,2556480.48,1299362.567,3334321.85,1486806.432,"$1,504.00 ",82.1,11.50%,7.50%,73.3,49.9,27.4,41.9,0.946299147
1840001592,Baltimore,Maryland,MD,Baltimore,24510,39.3051,-76.6144,2106068,2830,21218 21211 21210 21213 21212 21215 21214 21217 21216 21231 21230 21239 21251 21209 21202 21206 21207 21205 21226 21201 21223 21224 21225 21229 21203 21233 21263 21264 21270 21273 21275 21278 21279 21281 21287 21290 21297 21298,19.81%,21.33%,23.00%,8075.98,6714.99,3308.4,2546.67,263143.656,200373.3955,307225.6524,218968.0087,"$1,090.00 ",129.8,20.20%,8.50%,58.4,83.5,26.5,64.8,0.828793885
1840020364,Las Vegas,Nevada,NV,Clark,32003,36.2333,-115.2654,2104198,1773,89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89146 89145 89144 89149 89124 89110 89117 89129 89128 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89158 89163 89185 89195,17.31%,15.34%,18.45%,1711.39,1476.78,2575.18,1156.07,93613.90652,93278.46046,112327.0636,106258.8956,"$1,141.00 ",98.2,14.90%,11.40%,68.7,72.5,32.1,40.6,3.118863686
1840019941,Portland,Oregon,OR,Multnomah,41051,45.5372,-122.65,2074775,1894,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97266 97218 97236 97232 97233 97230 97239 97219 97214 97215 97216 97217 97210 97211 97212 97213 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,19.07%,22.00%,19.33%,3676.13,3166.78,11693.5,2632.18,202689.9843,201295.6984,248412.9847,224018.7232,"$1,312.00 ",105.9,12.30%,6.40%,77.1,88.6,31.6,66.6,0.876944476
1840022220,San Antonio,Texas,TX,Bexar,48029,29.4658,-98.5253,2049293,1231,78112 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78231 78230 78233 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78242 78248 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,22.41%,21.67%,23.00%,3404.14,3434.07,16466.51,2760.97,3046091.314,2751153.523,3688404.143,2985396.038,"$1,029.00 ",87.5,16.80%,7.40%,64.7,41.5,22.6,34.8,1.211714355
1840001651,St. Louis,Missouri,MO,St. Louis,29510,38.6358,-90.2451,2024074,1879,63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,18.70%,17.00%,18.00%,3734.93,3552.44,13345.53,2114.34,318588.5207,321656.3353,376150.6113,359911.5615,$828.00 ,88.4,19.10%,5.80%,61.7,95.7,30.8,65.5,1.11957457
1840021491,Sacramento,California,CA,Sacramento,6067,38.5667,-121.4683,1898019,2029,95820 95838 95832 95833 95831 95834 95835 95811 95814 95815 95816 95818 95819 95828 95821 95823 95822 95825 95824 95826 95817 94203 94204 94205 94207 94208 94209 94211 94229 94230 94232 94234 94235 94236 94237 94239 94240 94244 94245 94247 94248 94249 94250 94252 94254 94256 94257 94258 94259 94261 94262 94263 94267 94268 94269 94271 94273 94274 94277 94278 94279 94280 94282 94283 94284 94285 94287 94288 94289 94290 94291 94293 94294 94295 94296 94297 94298 94299 95812 95813 95840 95851 95852 95853 95867 95894,19.44%,19.67%,22.33%,2181.83,2347.14,9266.15,1458.8,2556480.48,1299362.567,3334321.85,1486806.432,"$1,370.00 ",102.1,13.90%,8.00%,72.9,81.6,29.2,45.3,0.946299147
1840015099,Orlando,Florida,FL,Orange,12095,28.4772,-81.3369,1822394,1003,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32814 32812 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,19.81%,20.33%,22.33%,3034.88,3385.06,10275.26,3672.17,742961.257,650746.2228,945766.0716,725010.3755,"$1,307.00 ",92.5,16.00%,8.90%,75.1,63.3,26.1,41.1,1.526919908
1840021570,San Jose,California,CA,Santa Clara,6085,37.3019,-121.8486,1798103,2218,95118 95128 95124 95125 95123 95008 95002 95117 95116 95111 95110 95113 95112 95119 95126 95127 95120 95121 95148 95133 95132 95131 95130 95136 95135 95134 95139 95138 95037 95013 95129 95122 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95172 95173 95190 95191 95192 95193 95194 95196,19.44%,19.67%,22.33%,1508.34,2155.09,7699.64,1989.57,2556480.48,1299362.567,3334321.85,1486806.432,"$2,223.00 ",157.2,7.10%,5.70%,82.2,77.3,34.9,49,0.946299147
1840000596,Cleveland,Ohio,OH,Cuyahoga,39035,41.4767,-81.6804,1710093,1893,44135 44128 44119 44113 44112 44111 44110 44115 44114 44144 44127 44120 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199,20.93%,19.33%,18.00%,5497.86,3875.1,13990.87,3422.07,773260.7613,665203.1754,928597.8133,762629.9374,$725.00 ,94.2,30.80%,9.10%,53,76.5,23.5,59.5,0.992572692
1840001254,Pittsburgh,Pennsylvania,PA,Allegheny,42003,40.4396,-79.9762,1703266,2093,15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15233 15260 15205 15204 15207 15206 15201 15203 15208 15224 15234 15222 15221 15220 15226 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15282 15286 15289 15295,18.70%,19.00%,21.33%,3060.41,1922.34,3515.66,1634.42,800388.0924,772553.2862,952286.1358,853636.6577,"$1,014.00 ",95.5,19.10%,6.50%,71.4,91.3,33.9,62.9,0.971231136
1840019590,Austin,Texas,TX,Travis,48453,30.3004,-97.7522,1687311,1181,78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 73301 73344 78651 78680 78708 78709 78710 78711 78713 78714 78715 78718 78720 78755 78760 78761 78762 78763 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799,22.41%,21.67%,23.00%,4469.71,3837.05,11021.46,2552.31,3046091.314,2751153.523,3688404.143,2985396.038,"$1,334.00 ",95.5,12.20%,5.70%,77.1,58.7,25.5,41.1,1.211714355
1840003814,Cincinnati,Ohio,OH,Hamilton,39061,39.1413,-84.5061,1662691,1507,45219 45213 45212 45211 45217 45216 45214 45233 45225 45237 45229 45226 45227 45224 45232 45230 45204 45205 45206 45207 45202 45203 45208 45209 45223 45239 45238 45220 45201 45221 45250 45254 45262 45263 45264 45267 45268 45269 45270 45271 45273 45274 45275 45296 45298 45299 45999,20.93%,19.33%,18.00%,4475.61,3139.88,8468.21,3926.1,773260.7613,665203.1754,928597.8133,762629.9374,$775.00 ,88.7,23.10%,6.50%,65.2,76.6,26.8,49.8,0.992572692
1840008535,Kansas City,Missouri,MO,Jackson,29095,39.1239,-94.5541,1636715,607,64161 64163 64165 64167 64053 64151 64153 64155 64154 64157 64156 64158 64108 64109 64102 64106 64105 64101 64128 64129 64124 64125 64126 64127 64120 64123 64164 64166 64192 64119 64118 64114 64117 64116 64111 64110 64113 64112 64132 64130 64146 64145 64149 64147 64139 64138 64133 64131 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,18.70%,17.00%,18.00%,4570.53,3701.17,16282.11,5195.99,318588.5207,321656.3353,376150.6113,359911.5615,$979.00 ,87.1,15.30%,4.80%,66.9,63.9,32.5,34.7,1.11957457
1840030084,Indianapolis,Indiana,IN,Marion,18097,39.7771,-86.1458,1588961,935,46218 46219 46217 46214 46260 46268 46224 46228 46183 46231 46234 46235 46236 46237 46239 46250 46208 46201 46203 46202 46205 46204 46256 46254 46259 46227 46226 46225 46222 46221 46220 46229 46113 46278 46241 46240 46206 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,19.81%,19.33%,20.00%,6846.97,5802.55,23590.02,4302.64,542187.151,492983.6147,647415.0509,559771.483,$908.00 ,87.8,15.80%,6.30%,63.4,31.2,27.7,30.5,1.007454115
1840003760,Columbus,Ohio,OH,Franklin,39049,39.9862,-82.985,1562009,1582,43026 43109 43054 43220 43221 43222 43223 43224 43081 43228 43227 43211 43213 43212 43215 43214 43217 43219 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43210 43202 43203 43201 43206 43207 43204 43205 43209 43218 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,20.93%,19.33%,18.00%,2444.41,2238.97,10999.06,2020.79,773260.7613,665203.1754,928597.8133,762629.9374,$984.00 ,95.4,16.30%,5.70%,74.2,59.4,32.6,40.5,0.992572692
1840014557,Charlotte,North Carolina,NC,Mecklenburg,37119,35.208,-80.8304,1512923,1113,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28227 28226 28278 28270 28273 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28223 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28274 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299,20.19%,20.00%,19.33%,2536.04,2388.66,10271.65,28.84,509711.1849,346858.0838,612074.5236,380329.0535,"$1,174.00 ",92.7,11.20%,6.70%,75.8,34.2,39.1,26.3,0.972757881
1840003871,Virginia Beach,Virginia,VA,Virginia Beach,51810,36.7335,-76.0435,1478868,709,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,20.93%,18.33%,20.33%,5518.7,4516.66,7364.62,2530.94,370805.7698,301371.5812,455826.5398,341212.3394,"$1,363.00 ",97,6.80%,4.20%,81.8,63.5,37.7,32.1,0.82061586
1840003046,Milwaukee,Wisconsin,WI,Milwaukee,55079,43.0642,-87.9673,1365787,2369,53203 53202 53207 53206 53205 53204 53209 53208 53233 53211 53218 53219 53214 53215 53216 53210 53212 53213 53295 53225 53224 53227 53226 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,17.96%,18.33%,17.00%,2208.58,1867.98,8046.2,2118.97,387654.2651,346168.527,454314.8287,380867.7449,$865.00 ,97.3,22.40%,7.30%,59.9,89.3,23,62.7,0.933829083
1840003289,Providence,Rhode Island,RI,Providence,44007,41.823,-71.4187,1203230,3773,02903 02906 02907 02905 02908 02909 02904 02912 02901 02902 02918 02940,20.38%,18.79%,22.24%,6093.15,5468.49,8408.47,1224.18,62371.82767,42285.3729,66770.7738,42087.56875,"$1,059.00 ",94,22.60%,8.50%,63.3,96.6,25.8,77.8,0.837900262
1840015031,Jacksonville,Florida,FL,Duval,12031,30.3322,-81.6749,1181496,470,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32217 32216 32211 32210 32212 32246 32244 32233 32234 32209 32205 32202 32250 32254 32257 32256 32208 32206 32207 32258 32277 32204 32099 32201 32203 32214 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,19.81%,20.33%,22.33%,4019.19,4334.61,19854.05,2502.69,742961.257,650746.2228,945766.0716,725010.3755,"$1,099.00 ",88,14.10%,6.00%,68.4,30.9,27.2,25.7,1.526919908
1840021383,Salt Lake City,Utah,UT,Salt Lake,49035,40.7777,-111.9306,1098526,699,84116 84115 84113 84112 84111 84144 84128 84180 84108 84101 84102 84103 84104 84105 84106 84110 84114 84122 84132 84133 84134 84138 84139 84143 84145 84147 84148 84150 84151 84152 84158 84199,20.19%,18.00%,19.67%,7069.36,3903.03,16747.03,7047.69,170149.5034,157588.1251,210992.9771,177126.1131,"$1,062.00 ",93.6,14.40%,4.10%,70.8,81.4,30.5,58.8,1.594045232
1840036155,Nashville,Tennessee,TN,Davidson,47037,36.1715,-86.7843,1081903,544,37027 37138 37076 37072 37205 37201 37206 37240 37243 37246 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37209 37208 37204 37207 37203 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37232 37234 37235 37236 37238 37241 37242 37244 37250,16.11%,17.67%,20.67%,15633.03,8359.48,53431.16,17924.9,459381.1349,326820.0548,574663.9799,367383.9114,"$1,191.00 ",90.3,12.60%,4.60%,71.4,39.9,26.9,28.3,1.196530371
1840001698,Richmond,Virginia,VA,Richmond,51760,37.5295,-77.4756,1075798,1484,23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23284 23285 23286 23289 23290 23291 23292 23295 23298,20.93%,18.33%,20.33%,7168.55,6419.44,17037.72,2271.43,370805.7698,301371.5812,455826.5398,341212.3394,"$1,078.00 ",94.2,18.90%,6.60%,64,76.4,33.1,52.2,0.82061586
1840015457,Memphis,Tennessee,TN,Shelby,47157,35.1046,-89.9773,1066967,792,38120 38127 38107 38106 38105 38104 38103 38109 38108 38152 38132 38133 38131 38134 38141 38112 38111 38114 38115 38116 38117 38118 38119 38018 38016 38128 38122 38125 38126 37501 37544 38088 38101 38113 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,16.11%,17.67%,20.67%,4979.06,4504.49,8716.49,2116.54,459381.1349,326820.0548,574663.9799,367383.9114,$923.00 ,85.1,21.70%,8.60%,52.8,40.6,21.7,36.1,1.196530371
1840014497,Raleigh,North Carolina,NC,Wake,37183,35.8325,-78.6435,1038738,1254,27617 27616 27615 27614 27613 27612 27610 27608 27609 27601 27603 27604 27605 27606 27607 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27697 27698,20.19%,20.00%,19.33%,1725.08,1847.26,7089.06,0.01,509711.1849,346858.0838,612074.5236,380329.0535,"$1,163.00 ",94.8,10.90%,5.90%,80.2,56.4,39.4,30.5,0.972757881
1840001839,New Orleans,Louisiana,LA,Orleans,22071,30.0687,-89.9288,1020886,889,70139 70130 70131 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70148 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,22.41%,17.33%,19.00%,3875.83,3884.05,11732.83,6312.7,574441.8865,939656.4638,657561.1087,1071144.79,"$1,010.00 ",97.5,23.20%,13.40%,58.5,86.4,23.5,58.9,1.107045197
1840030815,Louisville,Kentucky,KY,Jefferson,21111,38.1663,-85.6485,1005654,905,40177 40245 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281,17.22%,16.67%,19.33%,10603.98,6657.73,36534.89,10114.4,398806.5396,366341.0743,493902.312,397045.8496,N,93.4,N,5.50%,67.8,32.1,40.5,33.9,0.922460263
1840020428,Oklahoma City,Oklahoma,OK,Oklahoma,40109,35.4676,-97.5136,972943,417,73012 73013 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 74857 73142 73141 73145 73149 73078 73109 73106 73107 73139 73132 73131 73135 73134 73008 73084 73105 73169 73162 73165 73102 73103 73054 73151 73150 73159 73064 73108 73104 73129 73179 73170 73049 73127 73120 73121 73122 73128 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,20.38%,17.59%,19.07%,1940.75,2145.91,6532.42,2939.25,245791.0675,367534.2011,278444.7962,408714.9489,$874.00 ,85.3,15.80%,5.90%,66.1,31.9,37.9,33.6,0.972771062
1840004836,Bridgeport,Connecticut,CT,Fairfield,9001,41.1918,-73.1953,924449,3470,06605 06604 06607 06606 06608 06610 06601 06602,21.67%,18.00%,21.33%,6170.93,6167.78,13111.52,1196.49,260730.1567,137494.9103,324067.3415,153825.9058,"$1,130.00 ",131.5,26.20%,7.70%,64.7,65.4,25.4,67.5,0.931649632
1840000386,Buffalo,New York,NY,Erie,36029,42.9016,-78.8487,914341,2441,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280,20.56%,20.33%,23.33%,7379.57,5800.29,3292.32,1714.49,940519.0541,572167.1529,1202409.761,640601.8755,$807.00 ,101.4,28.80%,9.30%,60.8,87.5,18.9,67.5,0.862411789
1840020696,Fort Worth,Texas,TX,Tarrant,48439,32.7811,-97.3473,909585,1016,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76006 76053 76052 76129 76123 76120 76244 76008 76179 76177 76036 76140 76262 76118 76119 76116 76117 76114 76115 76112 76110 76111 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,22.41%,21.67%,23.00%,2374.41,1762.01,3259.24,1833.73,3046091.314,2751153.523,3688404.143,2985396.038,"$1,110.00 ",94.8,11.90%,7.90%,68,59.9,22.7,34.7,1.211714355
1840004773,Hartford,Connecticut,CT,Hartford,9003,41.7661,-72.6834,905152,2712,06106 06105 06103 06120 06112 06160 06114 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06167 06176 06183,21.67%,18.00%,21.33%,10681.45,7047.82,10015.96,955.45,260730.1567,137494.9103,324067.3415,153825.9058,$995.00 ,106.4,27.10%,8.00%,56.5,91.7,22.9,70.9,0.931649632
1840022101,Tucson,Arizona,AZ,Pima,4019,32.1545,-110.8782,888486,889,85705 85707 85706 85756 85723 85726 85724 85701 85708 85711 85748 85745 85747 85716 85714 85715 85712 85713 85710 85719 85730 85702 85703 85709 85717 85720 85721 85722 85725 85731 85732 85738 85751 85754 85775,23.46%,19.48%,20.52%,2295.5,1772.97,3670.34,851.84,231988.3159,201266.6834,302066.71,228008.6214,$846.00 ,89.4,19.10%,8.50%,66.5,62.2,26.7,42.2,0.855441115
1840009315,Omaha,Nebraska,NE,Douglas,31055,41.2627,-96.0522,847819,1309,68112 68117 68118 68107 68104 68105 68108 68178 68164 68122 68127 68124 68022 68111 68110 68114 68116 68137 68135 68132 68144 68134 68131 68130 68102 68106 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68197 68198,16.11%,15.33%,17.00%,1793.43,1572.14,6674.6,69.06,171825.9824,295052.5574,200827.6584,330309.4426,$940.00 ,89.2,11.60%,3.30%,73,79.7,32.7,46.8,1.25499028
1840023252,El Paso,Texas,TX,El Paso,48141,31.8479,-106.4309,843386,1022,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,22.41%,21.67%,23.00%,1550.21,1554.22,7158.69,1298.33,3046091.314,2751153.523,3688404.143,2985396.038,$847.00 ,82.2,18.60%,8.90%,61.4,56.6,18.6,40.9,1.211714355
1840013305,Honolulu,Hawaii,HI,Honolulu,15003,21.3294,-157.846,820987,2200,96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898,21.25%,15.00%,17.59%,8022.87,8343.9,35567.56,8276.95,32408.31847,50794.53749,35733.75429,58062.55647,N,199.5,N,8.80%,77,58.9,29.4,64.6,0.779852203
1840021024,McAllen,Texas,TX,Hidalgo,48215,26.2273,-98.2471,804114,841,78573 78504 78503 78501 78502 78505,22.41%,21.67%,23.00%,2224.19,1745.76,3539.78,1798.13,3046091.314,2751153.523,3688404.143,2985396.038,$786.00 ,81.2,20.70%,9.10%,62.6,53,20.1,42.1,1.211714355
1840019176,Albuquerque,New Mexico,NM,Bernalillo,35001,35.1053,-106.6464,761195,1155,87121 87120 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87119 87125 87131 87151 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199,20.38%,15.77%,18.46%,2595.04,2032.54,5989.04,1625.2,93283.79871,147382.8672,115848.5634,161428.6338,$905.00 ,93,16.00%,6.70%,66.6,87.2,31.2,41.6,1.888657192
